i;ÎÇ ÃÑÌ-À.Ââåðõ;ÎÇ ÃÑÌ-À.Âíèç;ÎÇ ÃÑÌ-À.Îòñå÷êà;ÎÇ ÃÑÌ-Á.Âíèç;ÎÇ ÃÑÌ-Á.Âíèç;ÎÇ ÃÑÌ-Á.Îòñå÷êà
283;0.5936745813546613;0.4035911022244439;0.499;0.4825266183454136;0.33117970507373157;0.407
284;0.5949999999999999;0.39903324168957766;0.497;0.48532191952012;0.3339590102474382;0.410
285;0.5971897025743563;0.3976260934766308;0.497;0.4870942264433892;0.3347913021744564;0.411
286;0.600115471132217;0.3989417645588602;0.500;0.48379230192451883;0.33285453636590856;0.408
287;0.6026023494126469;0.40459760059985;0.504;0.48000099975006244;0.32399875031242187;0.402
288;0.6051809547613096;0.4064253936515871;0.506;0.47688152961759556;0.31680004998750316;0.397
289;0.6088182954261435;0.4057683079230192;0.507;0.47810897275681075;0.31425743564108977;0.396
290;0.6127875531117221;0.40738890277430645;0.510;0.4876785803549113;0.319738815296176;0.404
291;0.6179697575606099;0.4163511622094476;0.517;0.5050392401899525;0.33914021494626345;0.422
292;0.6235298675331167;0.4380067483129217;0.531;0.5249665083729068;0.36859410147463134;0.447
293;0.6283544113971508;0.4613651587103224;0.545;0.5426708322919269;0.3965883529117721;0.470
294;0.6338947763059235;0.48492976755811046;0.559;0.5553596600849787;0.41836915771057237;0.487
295;0.636775056235941;0.5044436390902275;0.571;0.5619310172456886;0.4298282929267683;0.496
296;0.6390469882529368;0.5146950762309422;0.577;0.5629645088727817;0.43351087228192947;0.498
297;0.6431552111972008;0.5346693326668333;0.589;0.5589010247438142;0.4295901024743814;0.494
298;0.6450729817545613;0.5509857535616096;0.598;0.5506090977255687;0.4184636340914771;0.485
299;0.6439615096225945;0.5629122719320169;0.603;0.5414543864033993;0.40467033241689576;0.473
300;0.6390729817545615;0.5700737315671082;0.605;0.5315053736565859;0.3925216195951012;0.462
301;0.6303796550862284;0.5638010497375656;0.597;0.5218702824293927;0.3832636840789802;0.453
302;0.6191082229442638;0.5545181204698825;0.587;0.5160097475631092;0.3771454636340915;0.447
303;0.6130242439390152;0.5439890027493127;0.579;0.5136943264183954;0.37281854536365905;0.443
304;0.6118447888027992;0.5331902024493876;0.573;0.5149167708072981;0.37175156210947263;0.443
305;0.6123719070232443;0.5236078480379904;0.568;0.5158982754311423;0.3713939015246189;0.444
306;0.6132656835791052;0.5118002999250186;0.563;0.5133631592101975;0.366222944263934;0.440
307;0.6116963259185203;0.4974341414646338;0.555;0.506550112471882;0.3551749562609347;0.431
308;0.6063444138965258;0.4800774806298425;0.543;0.4972891777055736;0.3366393401649588;0.417
309;0.5984833791552112;0.45571682079480125;0.527;0.4846428392901775;0.3160174956260935;0.400
310;0.5910069982504373;0.4329372656835791;0.512;0.4701989502624344;0.294734816295926;0.382
311;0.58259760059985;0.4062184453886528;0.494;0.45219920019994997;0.27144263934016494;0.362
312;0.5726275931017245;0.38023644088977754;0.476;0.4278635341164709;0.24610847288177956;0.337
313;0.5589900024993752;0.3497755561109723;0.454;0.40093851537115727;0.2169737565608598;0.309
314;0.5317233191702074;0.3138802799300175;0.423;0.3696210947263184;0.18524743814046488;0.277
315;0.4968247938015497;0.2774323919020245;0.387;0.3377743064233941;0.15318520369907523;0.245
316;0.45380654836290935;0.23592751812046986;0.345;0.30266658335416147;0.1196930767308173;0.211
317;0.4028945263684079;0.19436340914771305;0.299;0.26444688827793056;0.08558910272431892;0.175
318;0.3490767308172957;0.14577205698575357;0.247;0.23339715071232192;0.08175806048487878;0.158
319;0.2849975006248438;0.10047238190452387;0.193;0.25554486378405405;0.15028792801799548;0.203
320;0.216014496375906;0.12019924999999998;0.168;0.25554486378405405;0.3263385;0.291
