Дата/Время;Сообщение;Значение
2026-08-21 12:27:43,320;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 12:27:43,320;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 12:27:43,320;Код ошибки по приоритету (младшая часть);8192
2026-08-21 12:27:43,320;A4: mod_error;Акт
2026-08-21 12:27:43,320;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 12:27:43,320;Неизвестный индекс сообщения: 28;769
2026-08-21 12:27:43,350;Канал ведущий;Пас
2026-08-21 12:27:43,350;Неисправность, сформированная по приоритету;Акт
2026-08-21 12:27:43,350;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 12:27:43,350;ШСП-Б: блокировка другого канала;Пас
2026-08-21 12:27:43,350;Код ошибки по приоритету (младшая часть);40960
2026-08-21 12:27:43,350;Неизвестный индекс сообщения: 28;833
2026-08-21 12:27:43,360;Канал ведущий;Акт
2026-08-21 12:27:43,360;Неисправность, сформированная по приоритету;Пас
2026-08-21 12:27:43,360;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 12:27:43,360;Код ошибки по приоритету (младшая часть);32768
2026-08-21 12:27:43,360;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 12:27:43,360;Неизвестный индекс сообщения: 28;577
2026-08-21 12:27:43,370;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 12:27:43,370;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 12:27:43,370;ШСП-Б: блокировка другого канала;Акт
2026-08-21 12:27:43,370;Код ошибки по приоритету (младшая часть);0
2026-08-21 12:27:43,370;A4: mod_error;Пас
2026-08-21 12:27:43,370;Неизвестный индекс сообщения: 28;0
2026-08-21 12:27:43,870;1ЦРБРУ-К.Ошибка записи данных(основная линия связи);Акт
2026-08-21 12:27:43,880;1ЦРБРУ-К.Ошибка записи данных(основная линия связи);Пас
2026-08-21 12:28:02,270;Режим работы;РАЗВОРОТ (Исходное)
2026-08-21 12:28:02,270;Предыдущий режим работы;РПК (Наладка)
2026-08-21 12:28:02,270;Тип перехода между режимами;Ручной переход
2026-08-21 12:28:14,820;Режим работы;РПК (Наладка)
2026-08-21 12:28:14,820;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 12:28:14,820;Тип перехода между режимами;Ручной переход
2026-08-21 12:29:02,700;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 12:29:02,700;Канал ведущий;Пас
2026-08-21 12:29:02,700;Неисправность, сформированная по приоритету;Акт
2026-08-21 12:29:02,700;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 12:29:02,700;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 12:29:02,700;Код ошибки по приоритету (младшая часть);40960
2026-08-21 12:29:02,700;A4: mod_error;Акт
2026-08-21 12:29:02,700;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 12:29:02,700;Неизвестный индекс сообщения: 28;833
2026-08-21 12:29:02,720;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 12:29:02,720;Канал ведущий;Акт
2026-08-21 12:29:02,720;Неисправность, сформированная по приоритету;Пас
2026-08-21 12:29:02,720;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 12:29:02,720;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 12:29:02,720;Код ошибки по приоритету (младшая часть);0
2026-08-21 12:29:02,720;A4: mod_error;Пас
2026-08-21 12:29:02,720;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 12:29:02,720;Неизвестный индекс сообщения: 28;0
2026-08-21 12:29:02,730;Канал ведущий;Пас
2026-08-21 12:29:02,730;ШСП-А: блокировка другого канала;Пас
2026-08-21 12:29:02,730;Начало форсированного сигнала;Акт
2026-08-21 12:29:02,730;Режим работы;ОСТАНОВ
2026-08-21 12:29:02,730;Предыдущий режим работы;РПК (Наладка)
2026-08-21 12:29:02,730;Тип перехода между режимами;Ручной переход
2026-08-21 12:29:02,740;ШСП-А: блокировка другого канала;Акт
2026-08-21 12:29:02,740;Начало форсированного сигнала;Пас
2026-08-21 12:29:02,740;Режим работы;РПК (Наладка)
2026-08-21 12:29:02,740;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 12:29:02,740;Тип перехода между режимами;Ручной переход
2026-08-21 12:29:02,760;Канал ведущий;Акт
2026-08-21 12:29:02,760;Начало форсированного сигнала;Акт
2026-08-21 12:29:02,760;Режим работы;ОСТАНОВ
2026-08-21 12:29:02,760;Предыдущий режим работы;РПК (Наладка)
2026-08-21 12:29:02,760;Тип перехода между режимами;Ручной переход
2026-08-21 12:29:02,770;ШСП-А: блокировка другого канала;Пас
2026-08-21 12:29:02,770;ШСП-Б: блокировка другого канала;Пас
2026-08-21 12:29:02,790;ШСП-А: блокировка другого канала;Акт
2026-08-21 12:29:02,790;ШСП-Б: блокировка другого канала;Акт
2026-08-21 12:29:02,830;Начало форсированного сигнала;Пас
2026-08-21 12:29:20,320;ПК: Останов;Акт
2026-08-21 12:29:59,310;ШСП-Б: открыта дверь шкафа;Пас
2026-08-21 14:15:13,690;СК2 - закрыт;Акт
2026-08-21 14:15:13,730;СК1 - закрыт;Акт
2026-08-21 14:15:13,740;СК4 - закрыт;Акт
2026-08-21 14:15:13,740;Три или четыре СК закрыты;Акт
2026-08-21 14:15:13,770;СК3 - закрыт;Акт
2026-08-21 15:18:27,410;СК2 - закрыт;Пас
2026-08-21 15:18:27,410;СК4 - закрыт;Пас
2026-08-21 15:18:27,410;Три или четыре СК закрыты;Пас
2026-08-21 15:18:27,420;СК1 - закрыт;Пас
2026-08-21 15:18:27,430;СК3 - закрыт;Пас
2026-08-21 16:41:10,880;ПК: Останов;Пас
2026-08-21 16:41:40,900;ПК: Останов;Акт
2026-08-21 16:41:42,270;ПК: Останов;Пас
2026-08-21 16:41:43,730;Режим работы;РАЗВОРОТ (Исходное)
2026-08-21 16:41:43,730;Предыдущий режим работы;ОСТАНОВ
2026-08-21 16:41:43,730;Тип перехода между режимами;Ручной переход
2026-08-21 16:41:48,240;Режим работы;РПК (Наладка)
2026-08-21 16:41:48,240;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 16:41:48,240;Тип перехода между режимами;Ручной переход
2026-08-21 16:42:16,000;Канал ведущий;Пас
2026-08-21 16:42:16,030;ШСП-А: блокировка другого канала;Пас
2026-08-21 16:42:16,030;ШСП-Б: блокировка другого канала;Пас
2026-08-21 16:42:26,690;Канал ведущий;Акт
2026-08-21 16:42:26,760;ШСП-А: блокировка другого канала;Акт
2026-08-21 16:42:26,760;ШСП-Б: блокировка другого канала;Акт
2026-08-21 16:42:59,730;ШСП-Б: открыта дверь шкафа;Акт
2026-08-21 16:43:36,850;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 16:43:36,850;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 16:43:36,850;Код ошибки по приоритету (младшая часть);32768
2026-08-21 16:43:36,850;A4: mod_error;Акт
2026-08-21 16:43:36,850;Неизвестный индекс сообщения: 28;577
2026-08-21 16:43:36,860;Канал ведущий;Пас
2026-08-21 16:43:36,860;Неисправность, сформированная по приоритету;Акт
2026-08-21 16:43:36,860;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 16:43:36,860;Таймер отсутствия изменений показаний СПОЗ-Б;Акт
2026-08-21 16:43:36,860;Код ошибки по приоритету (младшая часть);40960
2026-08-21 16:43:36,860;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 16:43:36,860;Неизвестный индекс сообщения: 28;833
2026-08-21 16:43:36,890;ШСП-А: блокировка другого канала;Пас
2026-08-21 16:43:36,900;Канал ведущий;Акт
2026-08-21 16:43:36,900;Неисправность, сформированная по приоритету;Пас
2026-08-21 16:43:36,900;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 16:43:36,900;Таймер отсутствия изменений показаний СПОЗ-Б;Пас
2026-08-21 16:43:36,900;Код ошибки по приоритету (младшая часть);8192
2026-08-21 16:43:36,900;Неизвестный индекс сообщения: 28;769
2026-08-21 16:43:36,910;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 16:43:36,910;Канал ведущий;Пас
2026-08-21 16:43:36,910;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 16:43:36,910;Код ошибки по приоритету (младшая часть);0
2026-08-21 16:43:36,910;Начало форсированного сигнала;Акт
2026-08-21 16:43:36,910;Режим работы;ОСТАНОВ
2026-08-21 16:43:36,910;Предыдущий режим работы;РПК (Наладка)
2026-08-21 16:43:36,910;A4: mod_error;Пас
2026-08-21 16:43:36,910;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 16:43:36,910;Тип перехода между режимами;Ручной переход
2026-08-21 16:43:36,910;Неизвестный индекс сообщения: 28;0
2026-08-21 16:43:36,930;Начало форсированного сигнала;Пас
2026-08-21 16:43:36,930;Режим работы;РПК (Наладка)
2026-08-21 16:43:36,930;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 16:43:36,930;Тип перехода между режимами;Ручной переход
2026-08-21 16:43:36,940;Начало форсированного сигнала;Акт
2026-08-21 16:43:36,940;Режим работы;ОСТАНОВ
2026-08-21 16:43:36,940;Предыдущий режим работы;РПК (Наладка)
2026-08-21 16:43:36,940;Тип перехода между режимами;Ручной переход
2026-08-21 16:43:36,940;Канал ведущий;Акт
2026-08-21 16:43:36,940;ШСП-Б: блокировка другого канала;Пас
2026-08-21 16:43:36,980;ШСП-А: блокировка другого канала;Акт
2026-08-21 16:43:36,980;ШСП-Б: блокировка другого канала;Акт
2026-08-21 16:43:37,010;Начало форсированного сигнала;Пас
2026-08-21 17:11:49,480;Режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:11:49,480;Предыдущий режим работы;ОСТАНОВ
2026-08-21 17:11:49,480;Тип перехода между режимами;Ручной переход
2026-08-21 17:11:52,810;Режим работы;РПК (Наладка)
2026-08-21 17:11:52,810;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:11:52,810;Тип перехода между режимами;Ручной переход
2026-08-21 17:12:14,510;Режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:12:14,510;Предыдущий режим работы;РПК (Наладка)
2026-08-21 17:12:14,510;Тип перехода между режимами;Ручной переход
2026-08-21 17:12:42,170;Режим работы;РПК (Наладка)
2026-08-21 17:12:42,170;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:12:42,170;Тип перехода между режимами;Ручной переход
2026-08-21 17:13:18,420;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:13:18,420;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:13:18,420;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:13:18,420;A4: mod_error;Акт
2026-08-21 17:13:18,420;Неизвестный индекс сообщения: 28;577
2026-08-21 17:13:18,430;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 17:13:18,430;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:13:18,430;Код ошибки по приоритету (младшая часть);8192
2026-08-21 17:13:18,430;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 17:13:18,430;Неизвестный индекс сообщения: 28;769
2026-08-21 17:13:18,440;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:13:18,440;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 17:13:18,440;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:13:18,440;A4: mod_error;Пас
2026-08-21 17:13:18,440;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 17:13:18,440;Неизвестный индекс сообщения: 28;0
2026-08-21 17:14:01,450;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:14:01,450;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:14:01,450;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:14:01,450;A4: mod_error;Акт
2026-08-21 17:14:01,450;Неизвестный индекс сообщения: 28;577
2026-08-21 17:14:01,460;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:14:01,460;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:14:01,460;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:14:01,460;A4: mod_error;Пас
2026-08-21 17:14:01,460;Датчик положения ГСМ-Б. Выход за нижнюю границу диапазона;Акт
2026-08-21 17:14:01,460;Неизвестный индекс сообщения: 28;0
2026-08-21 17:14:01,470;Датчик положения ГСМ-Б. Выход за нижнюю границу диапазона;Пас
2026-08-21 17:16:16,810;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:16:16,810;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:16:16,810;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:16:16,810;A4: mod_error;Акт
2026-08-21 17:16:16,810;Неизвестный индекс сообщения: 28;577
2026-08-21 17:16:16,810;Канал ведущий;Пас
2026-08-21 17:16:16,810;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:16:16,810;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 17:16:16,810;Код ошибки по приоритету (младшая часть);40960
2026-08-21 17:16:16,810;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 17:16:16,810;Неизвестный индекс сообщения: 28;833
2026-08-21 17:16:16,830;Таймер отсутствия изменений показаний СПОЗ-Б;Акт
2026-08-21 17:16:16,850;ШСП-А: блокировка другого канала;Пас
2026-08-21 17:16:16,850;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:16:16,850;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:16:16,850;Таймер отсутствия изменений показаний СПОЗ-Б;Пас
2026-08-21 17:16:16,850;Код ошибки по приоритету (младшая часть);8192
2026-08-21 17:16:16,850;Начало форсированного сигнала;Акт
2026-08-21 17:16:16,850;Режим работы;ОСТАНОВ
2026-08-21 17:16:16,850;Предыдущий режим работы;РПК (Наладка)
2026-08-21 17:16:16,850;Тип перехода между режимами;Ручной переход
2026-08-21 17:16:16,850;Неизвестный индекс сообщения: 28;769
2026-08-21 17:16:16,860;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:16:16,860;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 17:16:16,860;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:16:16,860;A4: mod_error;Пас
2026-08-21 17:16:16,860;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 17:16:16,860;Неизвестный индекс сообщения: 28;0
2026-08-21 17:16:16,890;ШСП-Б: блокировка другого канала;Пас
2026-08-21 17:16:16,900;Канал ведущий;Акт
2026-08-21 17:16:16,940;ШСП-А: блокировка другого канала;Акт
2026-08-21 17:16:16,940;ШСП-Б: блокировка другого канала;Акт
2026-08-21 17:16:16,980;Начало форсированного сигнала;Пас
2026-08-21 17:17:53,580;Канал зафиксировался;Акт
2026-08-21 17:17:55,920;ПК: Останов;Акт
2026-08-21 17:17:56,810;ПК: Останов;Пас
2026-08-21 17:17:57,870;Режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:17:57,870;Предыдущий режим работы;ОСТАНОВ
2026-08-21 17:17:57,870;Тип перехода между режимами;Ручной переход
2026-08-21 17:17:59,560;Режим работы;РПК (Наладка)
2026-08-21 17:17:59,560;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:17:59,560;Тип перехода между режимами;Ручной переход
2026-08-21 17:18:28,050;ШСП-Б: автомат QF8 выключен;Акт
2026-08-21 17:18:28,710;Канал ведущий;Пас
2026-08-21 17:18:28,710;Канал зафиксировался;Пас
2026-08-21 17:18:28,710;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:18:28,710;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:18:28,720;ШСП-Б: блокировка другого канала;Пас
2026-08-21 17:18:28,740;ШСП-А: блокировка другого канала;Пас
2026-08-21 17:19:06,310;Канал ведущий;Акт
2026-08-21 17:19:06,310;Канал зафиксировался;Акт
2026-08-21 17:19:06,310;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:19:06,310;Тип перехода между режимами;Автоматический переход (3)
2026-08-21 17:19:06,320;Канал ведущий;Пас
2026-08-21 17:19:06,320;Канал зафиксировался;Пас
2026-08-21 17:19:06,320;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:19:55,280;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:19:55,280;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:20:32,190;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:20:32,200;Канал ведущий;Акт
2026-08-21 17:20:32,200;Канал зафиксировался;Акт
2026-08-21 17:20:32,200;Начало форсированного сигнала;Акт
2026-08-21 17:20:32,200;Режим работы;ОСТАНОВ
2026-08-21 17:20:32,200;Предыдущий режим работы;РПК (Наладка)
2026-08-21 17:20:32,200;Тип перехода между режимами;Автоматический переход (3)
2026-08-21 17:20:32,240;ШСП-А: блокировка другого канала;Акт
2026-08-21 17:20:32,710;1ЦРБРУ-К.Ошибка записи данных(основная линия связи);Акт
2026-08-21 17:20:32,710;2ЦРБРУ-К.Ошибка записи данных(основная линия связи);Акт
2026-08-21 17:20:32,770;1ЦРБРУ-К.Ошибка записи данных(основная линия связи);Пас
2026-08-21 17:20:32,920;2ЦРБРУ-К.Ошибка записи данных(основная линия связи);Пас
2026-08-21 17:20:33,340;Канал ведущий;Пас
2026-08-21 17:20:33,340;Канал зафиксировался;Пас
2026-08-21 17:20:33,340;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:20:33,380;ШСП-А: блокировка другого канала;Пас
2026-08-21 17:20:33,440;Начало форсированного сигнала;Пас
2026-08-21 17:22:03,590;Защита ТГ;Пас
2026-08-21 17:22:14,580;ПК: Останов;Акт
2026-08-21 17:23:06,480;ШСП-Б: открыта дверь шкафа;Пас
2026-08-21 17:23:55,140;ШСП-А: открыта дверь шкафа;Акт
2026-08-21 17:24:02,100;ШСП-А: автомат QF8 выключен;Акт
2026-08-21 17:24:02,830;Код ошибки по приоритету (старшая часть);1
2026-08-21 17:24:05,590;ШСП-А: открыта дверь шкафа;Пас
2026-08-21 17:28:16,380;Канал ведущий;Акт
2026-08-21 17:28:16,380;Взведен переключатель переход запрещен;Акт
2026-08-21 17:28:39,170;Канал ведущий;Пас
2026-08-21 17:28:39,170;Взведен переключатель переход запрещен;Пас
2026-08-21 17:29:36,580;Канал ведущий;Акт
2026-08-21 17:29:36,580;Взведен переключатель переход запрещен;Акт
2026-08-21 17:29:37,090;1ЦРБРУ-К.Ошибка чтения данных(основная линия связи);Акт
2026-08-21 17:29:37,120;1ЦРБРУ-К.Ошибка чтения данных(основная линия связи);Пас
2026-08-21 17:36:10,750;ШСП-А: открыта дверь шкафа;Акт
2026-08-21 17:36:13,260;ШСП-А: автомат QF8 выключен;Пас
2026-08-21 17:36:13,570;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:36:13,570;Код ошибки по приоритету (старшая часть);0
2026-08-21 17:36:13,600;ШСП-А: блокировка другого канала;Акт
2026-08-21 17:36:16,140;ШСП-А: открыта дверь шкафа;Пас
2026-08-21 17:36:24,390;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:36:54,920;ШСП-Б: открыта дверь шкафа;Акт
2026-08-21 17:36:57,340;ШСП-Б: автомат QF8 выключен;Пас
2026-08-21 17:36:57,730;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:36:57,730;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:36:57,760;ШСП-Б: блокировка другого канала;Акт
2026-08-21 17:39:17,190;ПК: Останов;Пас
2026-08-21 17:39:18,440;Режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:39:18,440;Предыдущий режим работы;ОСТАНОВ
2026-08-21 17:39:18,440;Тип перехода между режимами;Ручной переход
2026-08-21 17:39:21,830;Режим работы;РПК (Наладка)
2026-08-21 17:39:21,830;Предыдущий режим работы;РАЗВОРОТ (Исходное)
2026-08-21 17:39:21,830;Тип перехода между режимами;Ручной переход
2026-08-21 17:40:02,110;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:40:02,110;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 17:40:02,110;Код ошибки по приоритету (младшая часть);8192
2026-08-21 17:40:02,110;A4: mod_error;Акт
2026-08-21 17:40:02,110;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 17:40:02,110;Неизвестный индекс сообщения: 28;769
2026-08-21 17:40:02,150;ШСП-Б: блокировка другого канала;Пас
2026-08-21 17:40:02,160;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:40:02,160;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:40:02,160;Код ошибки по приоритету (младшая часть);40960
2026-08-21 17:40:02,160;Неизвестный индекс сообщения: 28;833
2026-08-21 17:40:02,180;ШСП-Б: блокировка другого канала;Акт
2026-08-21 17:40:02,190;Таймер отсутствия изменений показаний СПОЗ-Б;Акт
2026-08-21 17:40:02,200;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:40:02,200;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:40:02,200;Таймер отсутствия изменений показаний СПОЗ-Б;Пас
2026-08-21 17:40:02,200;Код ошибки по приоритету (младшая часть);8192
2026-08-21 17:40:02,200;Неизвестный индекс сообщения: 28;769
2026-08-21 17:40:02,210;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:40:02,210;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 17:40:02,210;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:40:02,210;A4: mod_error;Пас
2026-08-21 17:40:02,210;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 17:40:02,210;Неизвестный индекс сообщения: 28;0
2026-08-21 17:40:02,220;ШСП-Б: блокировка другого канала;Пас
2026-08-21 17:40:02,240;ШСП-Б: блокировка другого канала;Акт
2026-08-21 17:40:09,610;ШСП-Б: неисправны модуль оптической связи [А6] или шина Profibus;Акт
2026-08-21 17:40:09,620;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:40:09,620;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:40:09,620;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:40:09,620;A4: mod_error;Акт
2026-08-21 17:40:09,620;Неизвестный индекс сообщения: 28;577
2026-08-21 17:40:09,630;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:40:09,630;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 17:40:09,630;Код ошибки по приоритету (младшая часть);40960
2026-08-21 17:40:09,630;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 17:40:09,630;Неизвестный индекс сообщения: 28;833
2026-08-21 17:40:09,660;Таймер отсутствия изменений показаний СПОЗ-Б;Акт
2026-08-21 17:40:09,710;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:40:09,710;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 17:40:09,710;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:40:09,710;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 17:40:09,710;Неизвестный индекс сообщения: 28;577
2026-08-21 17:40:09,760;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:40:09,760;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:40:09,760;Таймер отсутствия изменений показаний СПОЗ-Б;Пас
2026-08-21 17:40:09,760;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:40:09,760;A4: mod_error;Пас
2026-08-21 17:40:09,760;Неизвестный индекс сообщения: 28;0
2026-08-21 17:40:11,230;ШСП-Б: неисправны модуль оптической связи [А6] или шина Profibus;Пас
2026-08-21 17:40:20,050;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:40:20,050;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:40:20,050;ШСП-Б: неисправны модуль оптической связи [А6] или шина Profibus;Акт
2026-08-21 17:40:20,050;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:40:20,050;A4: mod_error;Акт
2026-08-21 17:40:20,050;Неизвестный индекс сообщения: 28;577
2026-08-21 17:40:20,060;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:40:20,060;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:40:20,060;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:40:20,060;A4: mod_error;Пас
2026-08-21 17:40:20,060;Датчик положения ГСМ-Б. Выход за нижнюю границу диапазона;Акт
2026-08-21 17:40:20,060;Неизвестный индекс сообщения: 28;0
2026-08-21 17:40:20,060;Датчик положения ГСМ-Б. Выход за нижнюю границу диапазона;Пас
2026-08-21 17:40:20,140;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:40:20,140;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:40:20,140;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:40:20,140;A4: mod_error;Акт
2026-08-21 17:40:20,140;Неизвестный индекс сообщения: 28;577
2026-08-21 17:40:20,150;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:40:20,150;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 17:40:20,150;Код ошибки по приоритету (младшая часть);40960
2026-08-21 17:40:20,150;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 17:40:20,150;Неизвестный индекс сообщения: 28;833
2026-08-21 17:40:20,160;Обобщенная неисправность модуля A1-A4(TSXPBY100);Пас
2026-08-21 17:40:20,160;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:40:20,160;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 17:40:20,160;Отсутствие связи со СПОЗ-Б;Пас
2026-08-21 17:40:20,160;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:40:20,160;A4: mod_error;Пас
2026-08-21 17:40:20,160;Датчик положения ГСМ-Б. Нет связи;Пас
2026-08-21 17:40:20,160;Неизвестный индекс сообщения: 28;0
2026-08-21 17:40:20,160;Код ошибки по приоритету (младшая часть);0
2026-08-21 17:40:21,730;ШСП-Б: неисправны модуль оптической связи [А6] или шина Profibus;Пас
2026-08-21 17:40:26,880;Обобщенная неисправность модуля A1-A4(TSXPBY100);Акт
2026-08-21 17:40:26,880;Отсутствие связи со СПОЗ-Б;Акт
2026-08-21 17:40:26,880;Код ошибки по приоритету (младшая часть);32768
2026-08-21 17:40:26,880;A4: mod_error;Акт
2026-08-21 17:40:26,880;Неизвестный индекс сообщения: 28;577
2026-08-21 17:40:26,890;Неисправность, сформированная по приоритету;Акт
2026-08-21 17:40:26,890;Неисправность датчика положения ГСМ-Б;Акт
2026-08-21 17:40:26,890;Код ошибки по приоритету (младшая часть);40960
2026-08-21 17:40:26,890;Датчик положения ГСМ-Б. Нет связи;Акт
2026-08-21 17:40:26,890;Неизвестный индекс сообщения: 28;833
2026-08-21 17:40:26,930;Таймер отсутствия изменений показаний СПОЗ-Б;Акт
2026-08-21 17:40:27,080;ШСП-Б: блокировка другого канала;Пас
2026-08-21 17:40:27,090;Начало форсированного сигнала;Акт
2026-08-21 17:40:27,090;Режим работы;ОСТАНОВ
2026-08-21 17:40:27,090;Предыдущий режим работы;РПК (Наладка)
2026-08-21 17:40:27,090;Тип перехода между режимами;Автоматический переход (3)
2026-08-21 17:40:27,680;Неисправность, сформированная по приоритету;Пас
2026-08-21 17:40:27,680;Неисправность датчика положения ГСМ-Б;Пас
2026-08-21 17:40:27,680;Код ошибки по приоритету (младшая часть);32768
